,Date,Position,artist,song,woc
89,03/28/2019,90,DADDY YANKEE FT SNOW,CON CALMA,1
90,03/28/2019,91,SAM FENDER,PLAY GOD,4
91,03/28/2019,92,RITA ORA,LET YOU LOVE ME,26
92,03/28/2019,93,FREYA RIDINGS,YOU MEAN THE WORLD TO ME,3
93,03/28/2019,94,TORY LANEZ,FREAKY,1
94,03/28/2019,95,JESS GLYNNE,NO ONE,1
95,03/28/2019,96,MAROON 5 FT CARDI B,GIRLS LIKE YOU,41
96,03/28/2019,97,TYGA FT OFFSET,TASTE,42
97,03/28/2019,98,ANNE-MARIE,2002,44
98,03/28/2019,99,JACKMAN/SETTLE/EFRON/ZENDAYA,THE GREATEST SHOW,34
99,03/28/2019,100,YNW MELLY FT KAYNE WEST,MIXED PERSONALITIES,1
0,03/28/2018,1,DRAKE,GOD'S PLAN,9
1,03/28/2018,2,RUDIMENTAL/GLYNNE/MACKLEMORE,THESE DAYS,9
2,03/28/2018,3,PORTUGAL THE MAN,FEEL IT STILL,34
3,03/28/2018,4,MARSHMELLO &amp; ANNE-MARIE,FRIENDS,6
4,03/28/2018,5,GEORGE EZRA,PARADISE,9
5,03/28/2018,6,DUA LIPA,IDGAF,12
6,03/28/2018,7,SETTLE/GREATEST SHOWMAN ENS,THIS IS ME,12
7,03/28/2018,8,POST MALONE FT TY DOLLA SIGN,PSYCHO,4
8,03/28/2018,9,ZEDD/MAREN MORRIS/GREY,THE MIDDLE,8
9,03/28/2018,10,KENDRICK LAMAR &amp; SZA,ALL THE STARS,11
10,03/28/2018,11,JUSTIN TIMBERLAKE FT STAPLETON,SAY SOMETHING,8
11,03/28/2018,12,BEBE REXHA FT FLORIDA GEORGIA,MEANT TO BE,8
12,03/28/2018,13,SIGALA &amp; PALOMA FAITH,LULLABY,4
13,03/28/2018,14,MABEL FT NOT3S,FINE LINE,9
14,03/28/2018,15,B YOUNG,JUMANJI,11
15,03/28/2018,16,LIL DICKY FT CHRIS BROWN,FREAKY FRIDAY,1
16,03/28/2018,17,JAX JONES FT INA WROLDSEN,BREATHE,16
17,03/28/2018,18,BLOCBOY JB FT DRAKE,LOOK ALIVE,6
18,03/28/2018,19,CAMILA CABELLO,NEVER BE THE SAME,15
19,03/28/2018,20,XXXTENTACION,SAD,3
20,03/28/2018,21,WEEKND/KENDRICK LAMAR,PRAY FOR ME,7
21,03/28/2018,22,BAZZI,MINE,7
22,03/28/2018,23,M O/LOTTO BOYZZ/MR EAZI,BAD VIBE,8
23,03/28/2018,24,KHALID &amp; NORMANI,LOVE LIES,5
24,03/28/2018,25,ZIV ZAIFMAN/JACKMAN/WILLIAMS,A MILLION DREAMS,2
25,03/28/2018,26,ED SHEERAN,PERFECT,45
26,03/28/2018,27,KOJO FUNDS FT RAYE,CHECK,7
27,03/28/2018,28,LOREN ALLRED,NEVER ENOUGH,2
28,03/28/2018,29,LIAM PAYNE/RITA ORA,FOR YOU (FIFTY SHADES FREED),11
29,03/28/2018,30,YEARS &amp; YEARS,SANCTIFY,2
30,03/28/2018,31,XXXTENTACION,MOONLIGHT,1
31,03/28/2018,32,HAILEE STEINFELD/ALESSO/WATT,LET ME GO,22
32,03/28/2018,33,MOSTACK,WHAT I WANNA,3
33,03/28/2018,34,ED SHEERAN,SUPERMARKET FLOWERS,18
34,03/28/2018,35,CAMILA CABELLO FT YOUNG THUG,HAVANA,33
35,03/28/2018,36,SIGRID,STRANGERS,11
36,03/28/2018,37,EMINEM FT ED SHEERAN,RIVER,14
37,03/28/2018,38,DUA LIPA,NEW RULES,37
38,03/28/2018,39,RAMZ,BARKING,16
39,03/28/2018,40,STORMZY FT MNEK,BLINDED BY YOUR GRACE - PT 2,24
40,03/28/2018,41,BRUNO MARS &amp; CARDI B,FINESSE,11
41,03/28/2018,42,JASON DERULO FT FRENCH MONTANA,TIP TOE,19
42,03/28/2018,43,HARDY CAPRIO,RAPPER,4
43,03/28/2018,44,NOT3S,MY LOVER,21
44,03/28/2018,45,YXNG BANE,VROOM,1
45,03/28/2018,46,RAYE/MABEL/STEFFLON DON,CIGARETTE,4
46,03/28/2018,47,YUNGEN FT JESS GLYNNE,MIND ON IT,1
47,03/28/2018,48,CLEAN BANDIT FT JULIA MICHAELS,I MISS YOU,21
48,03/28/2018,49,RITA ORA,ANYWHERE,22
49,03/28/2018,50,LOGIC FT MARSHMELLO,EVERYDAY,3
50,03/28/2018,51,CHARLIE PUTH FT KEHLANI,DONE FOR ME,1
51,03/28/2018,52,CALUM SCOTT,YOU ARE THE REASON,7
52,03/28/2018,53,XXXTENTACION,THE REMEDY FOR A BROKEN HEART (WHY AM I,1
53,03/28/2018,54,CHAINSMOKERS,SICK BOY,9
54,03/28/2018,55,CLIQ FT ALIKA,WAVEY,11
55,03/28/2018,56,POST MALONE FT 21 SAVAGE,ROCKSTAR,27
56,03/28/2018,57,ED SHEERAN,SHAPE OF YOU,63
57,03/28/2018,58,CHRISTINA PERRI,A THOUSAND YEARS,90
58,03/28/2018,59,JORJA SMITH FT STORMZY,LET ME DOWN,10
59,03/28/2018,60,DAVE,HANGMAN,3
60,03/28/2018,61,MK,17,28
61,03/28/2018,62,NF,LET YOU DOWN,22
62,03/28/2018,63,SEAN PAUL/GUETTA/BECKY G,MAD LOVE,5
63,03/28/2018,64,SIGALA &amp; ELLA EYRE,CAME HERE FOR LOVE,37
64,03/28/2018,65,LOUISA FT 2 CHAINZ,YES,1
65,03/28/2018,66,MIGOS,STIR FRY,8
66,03/28/2018,67,HRVY,PERSONAL,4
67,03/28/2018,68,OFFSET &amp; METRO BOOMIN,RIC FLAIR DRIP,10
68,03/28/2018,69,KYGO FT MIGUEL,REMIND ME TO FORGET,1
69,03/28/2018,70,BANX &amp; RANX/ELLA EYRE/BANE,ANSWERPHONE,1
70,03/28/2018,71,NOT3S FT MALEEK BERRY,SIT BACK DOWN,2
71,03/28/2018,72,POST MALONE,I FALL APART,26
72,03/28/2018,73,HAILEE STEINFELD &amp; BLOODPOP,CAPITAL LETTERS,6
73,03/28/2018,74,MARSHMELLO FT KHALID,SILENCE,32
74,03/28/2018,75,JAMES BAY,WILD LOVE,6
75,03/28/2018,76,CAMILA CABELLO,SHE LOVES CONTROL,10
76,03/28/2018,77,MEGHAN TRAINOR,NO EXCUSES,3
77,03/28/2018,78,CRAIG DAVID FT BASTILLE,I KNOW YOU,17
78,03/28/2018,79,CALVIN HARRIS FT PARTYNEXTDOOR,NUH READY NUH READY,6
79,03/28/2018,80,MIGOS FT DRAKE,WALK IT TALK IT,6
80,03/28/2018,81,CHAINSMOKERS,EVERYBODY HATES ME,1
81,03/28/2018,82,5 SECONDS OF SUMMER,WANT YOU BACK,4
82,03/28/2018,83,GUETTA/GARRIX/BROOKS,LIKE I DO,3
83,03/28/2018,84,KHALID,LOCATION,4
84,03/28/2018,85,LUIS FONSI/DADDY YANKEE/BIEBER,DESPACITO (REMIX),49
85,03/28/2018,86,JAY ROCK/LAMAR/FUTURE/BLAKE,KING'S DEAD,6
86,03/28/2018,87,TAYLOR SWIFT,DELICATE,1
87,03/28/2018,88,RICH THE KID,PLUG WALK,1
88,03/28/2018,89,DAVE FT MOSTACK,NO WORDS,20
89,03/28/2018,90,IMAGINE DRAGONS,BELIEVER,31
90,03/28/2018,91,G-EAZY &amp; HALSEY,HIM &amp; I,16
91,03/28/2018,92,DEMI LOVATO,TELL ME YOU LOVE ME,4
92,03/28/2018,93,JULIA MICHAELS,HEAVEN,5
93,03/28/2018,94,FRENCH MONTANA FT SWAE LEE,UNFORGETTABLE,49
94,03/28/2018,95,PINK,WHAT ABOUT US,33
95,03/28/2018,96,RAYE FT MR EAZI,DECLINE,20
96,03/28/2018,97,CAMELPHAT &amp; ELDERBROOK,COLA,30
97,03/28/2018,98,M-22 FT MEDINA,FIRST TIME,2
98,03/28/2018,99,J HUS,BOUFF DADDY,19
99,03/28/2018,100,SHAKKA FT ALUNAGEORGE,MAN DOWN,1
0,03/28/2017,1,ED SHEERAN,SHAPE OF YOU,11
1,03/28/2017,2,ED SHEERAN,GALWAY GIRL,3
2,03/28/2017,3,ED SHEERAN,CASTLE ON THE HILL,11
3,03/28/2017,4,DRAKE,PASSIONFRUIT,1
4,03/28/2017,5,CHAINSMOKERS &amp; COLDPLAY,SOMETHING JUST LIKE THIS,5
5,03/28/2017,6,CLEAN BANDIT FT ZARA LARSSON,SYMPHONY,1
6,03/28/2017,7,ED SHEERAN,PERFECT,3
7,03/28/2017,8,MARTIN JENSEN,SOLO DANCE,9
8,03/28/2017,9,DRAKE FT GIGGS,KMT,1
9,03/28/2017,10,ANNE-MARIE,CIAO ADIOS,6
10,03/28/2017,11,ED SHEERAN,NEW MAN,3
11,03/28/2017,12,ZEDD &amp; ALESSIA CARA,STAY,4
12,03/28/2017,13,KATY PERRY FT SKIP MARLEY,CHAINED TO THE RHYTHM,6
13,03/28/2017,14,DRAKE,BLEM,1
14,03/28/2017,15,JAX JONES FT RAYE,YOU DON'T KNOW ME,15
15,03/28/2017,16,ED SHEERAN,HAPPIER,3
16,03/28/2017,17,DRAKE FT GIGGS,NO LONG TALK,1
17,03/28/2017,18,CALVIN HARRIS/OCEAN/MIGOS,SLIDE,4
18,03/28/2017,19,KYGO &amp; SELENA GOMEZ,IT AIN'T ME,5
19,03/28/2017,20,RAG'N'BONE MAN,HUMAN,18
20,03/28/2017,21,ED SHEERAN,WHAT DO I KNOW,3
21,03/28/2017,22,ED SHEERAN,SUPERMARKET FLOWERS,3
22,03/28/2017,23,ED SHEERAN,DIVE,3
23,03/28/2017,24,DRAKE/BLACK COFFEE/JORJA SMITH,GET IT TOGETHER,1
24,03/28/2017,25,BRUNO MARS,THAT'S WHAT I LIKE,5
25,03/28/2017,26,ED SHEERAN,BARCELONA,3
26,03/28/2017,27,DRAKE FT QUAVO &amp; TRAVIS SCOTT,PORTLAND,1
27,03/28/2017,28,JULIA MICHAELS,ISSUES,9
28,03/28/2017,29,ED SHEERAN,NANCY MULLIGAN,3
29,03/28/2017,30,MARTIN GARRIX &amp; DUA LIPA,SCARED TO BE LONELY,8
30,03/28/2017,31,DRAKE,MADIBA RIDDIM,1
31,03/28/2017,32,DRAKE,GYALCHESTER,1
32,03/28/2017,33,STORMZY,BIG FOR YOUR BOOTS,7
33,03/28/2017,34,ED SHEERAN,HOW WOULD YOU FEEL (PAEAN),5
34,03/28/2017,35,DRAKE,SKEPTA INTERLUDE,1
35,03/28/2017,36,DRAKE,FREE SMOKE,1
36,03/28/2017,37,DRAKE,TEENAGE FEVER,1
37,03/28/2017,38,CHAINSMOKERS,PARIS,10
38,03/28/2017,39,DRAKE FT SAMPHA,4422,1
39,03/28/2017,40,LORDE,GREEN LIGHT,3
40,03/28/2017,41,LITTLE MIX,TOUCH,16
41,03/28/2017,42,DRAKE,JORJA INTERLUDE,1
42,03/28/2017,43,DRAKE,FAKE LOVE,22
43,03/28/2017,44,DUA LIPA,BE THE ONE,10
44,03/28/2017,45,ED SHEERAN,HEARTS DON'T BREAK AROUND HERE,3
45,03/28/2017,46,ED SHEERAN,BIBIA BE YE YE,3
46,03/28/2017,47,MAROON 5 FT FUTURE,COLD,5
47,03/28/2017,48,JP COOPER,SEPTEMBER SONG,17
48,03/28/2017,49,ED SHEERAN,ERASER,3
49,03/28/2017,50,STARLEY,CALL ON ME,19
50,03/28/2017,51,DRAKE FT 2 CHAINZ &amp; YOUNG THUG,SACRIFICES,1
51,03/28/2017,52,MARTIN SOLVEIG &amp; INA WROLDSEN,PLACES,3
52,03/28/2017,53,ZAYN/TAYLOR SWIFT,I DON'T WANNA LIVE FOREVER (FIFTY SHADES,15
53,03/28/2017,54,DRAKE,LOSE YOU,1
54,03/28/2017,55,DRAKE FT KANYE WEST,GLOW,1
55,03/28/2017,56,CLEAN BANDIT,ROCKABYE,22
56,03/28/2017,57,ED SHEERAN,SAVE MYSELF,3
57,03/28/2017,58,DRAKE,CAN'T HAVE EVERYTHING,1
58,03/28/2017,59,WEEKND FT DAFT PUNK,I FEEL IT COMING,18
59,03/28/2017,60,RAG'N'BONE MAN,SKIN,8
60,03/28/2017,61,DRAKE,DO NOT DISTURB,1
61,03/28/2017,62,DRAKE,NOTHINGS INTO SOMETHINGS,1
62,03/28/2017,63,DRAKE FT PARTYNEXTDOOR,SINCE WAY BACK,1
63,03/28/2017,64,MAJORLAZER/PARTYNEXTDOOR/MINAJ,RUN UP,8
64,03/28/2017,65,DRAKE FT YOUNG THUG,ICE MELTS,1
65,03/28/2017,66,SEAN PAUL FT DUA LIPA,NO LIE,18
66,03/28/2017,67,ZARA LARSSON,I WOULD LIKE,19
67,03/28/2017,68,JAMES ARTHUR,SAY YOU WON'T LET GO,28
68,03/28/2017,69,LOUISA JOHNSON,BEST BEHAVIOUR,2
69,03/28/2017,70,FUTURE,MASK OFF,3
70,03/28/2017,71,CHAINSMOKERS FT HALSEY,CLOSER,34
71,03/28/2017,72,ARIANA GRANDE &amp; JOHN LEGEND,BEAUTY AND THE BEAST,3
72,03/28/2017,73,WEEKND FT DAFT PUNK,STARBOY,26
73,03/28/2017,74,JASON DERULO/NICKI MINAJ/TY,SWALLA,4
74,03/28/2017,75,NEIKED,SEXUAL,30
75,03/28/2017,76,TRAIN,PLAY THAT SONG,8
76,03/28/2017,77,J HUS,DID YOU SEE,3
77,03/28/2017,78,JUSTIN TIMBERLAKE,CAN'T STOP THE FEELING,46
78,03/28/2017,79,LITTLE MIX,SHOUT OUT TO MY EX,23
79,03/28/2017,80,IMAGINE DRAGONS,BELIEVER,7
80,03/28/2017,81,DRAKE FT WIZKID &amp; KYLA,ONE DANCE,51
81,03/28/2017,82,VAMPS FT MATOMA,ALL NIGHT,23
82,03/28/2017,83,STARGATE FT PINK &amp; SIA,WATERFALL,2
83,03/28/2017,84,KASABIAN,YOU'RE IN LOVE WITH A PSYCHO,1
84,03/28/2017,85,JAMES ARTHUR,SAFE INSIDE,8
85,03/28/2017,86,TINIE TEMPAH FT TINASHE,TEXT FROM YOUR EX,9
86,03/28/2017,87,TOM ZANETTI FT SADIE AMA,YOU WANT ME,22
87,03/28/2017,88,MIGOS,BAD AND BOUJEE,12
88,03/28/2017,89,LITTLE MIX,NO MORE SAD SONGS,3
89,03/28/2017,90,HAILEE STEINFELD/GREY/ZEDD,STARVING,32
90,03/28/2017,91,KYLE FT LIL YACHTY,ISPY,2
91,03/28/2017,92,BRUNO MARS,24K MAGIC,24
92,03/28/2017,93,ZARA LARSSON,LUSH LIFE,57
93,03/28/2017,94,SNAKEHIPS &amp; MO,DON'T LEAVE,11
94,03/28/2017,95,ED SHEERAN,THINKING OUT LOUD,115
95,03/28/2017,96,G-EAZY &amp; KEHLANI,GOOD LIFE,1
96,03/28/2017,97,SIA,CHEAP THRILLS,58
97,03/28/2017,98,LOUIS TOMLINSON &amp; STEVE AOKI,JUST HOLD ON,15
98,03/28/2017,99,ALESSIA CARA,HOW FAR I'LL GO,11
99,03/28/2017,100,SIA FT KENDRICK LAMAR,THE GREATEST,29
0,03/28/2016,1,MIKE POSNER,I TOOK A PILL IN IBIZA,8
1,03/28/2016,2,LUKAS GRAHAM,7 YEARS,9
2,03/28/2016,3,FIFTH HARMONY FT TY DOLLA SIGN,WORK FROM HOME,4
3,03/28/2016,4,ZARA LARSSON,LUSH LIFE,12
4,03/28/2016,5,SIGALA FT IMANI &amp; DJ FRESH,SAY YOU DO,4
5,03/28/2016,6,RIHANNA FT DRAKE,WORK,9
6,03/28/2016,7,JONAS BLUE &amp; DAKOTA,FAST CAR,10
7,03/28/2016,8,SIA,CHEAP THRILLS,6
8,03/28/2016,9,TINIE TEMPAH FT ZARA LARSSON,GIRLS LIKE,4
9,03/28/2016,10,ZAYN,PILLOWTALK,8
10,03/28/2016,11,MAJOR LAZER FT NYLA,LIGHT IT UP,17
11,03/28/2016,12,SHAWN MENDES,STITCHES,26
12,03/28/2016,13,JUSTIN BIEBER,LOVE YOURSELF,19
13,03/28/2016,14,COLDPLAY,HYMN FOR THE WEEKEND,8
14,03/28/2016,15,G-EAZY FT BEBE REXHA,ME MYSELF &amp; I,11
15,03/28/2016,16,TWENTY ONE PILOTS,STRESSED OUT,9
16,03/28/2016,17,BLONDE &amp; CRAIG DAVID,NOTHING LIKE THIS,1
17,03/28/2016,18,ALAN WALKER,FADED,8
18,03/28/2016,19,JUSTIN BIEBER,SORRY,22
19,03/28/2016,20,SELENA GOMEZ,HANDS TO MYSELF,9
20,03/28/2016,21,DNCE,CAKE BY THE OCEAN,5
21,03/28/2016,22,LITTLE MIX FT JASON DERULO,SECRET LOVE SONG,12
22,03/28/2016,23,ADELE,WHEN WE WERE YOUNG,9
23,03/28/2016,24,SNAKEHIPS FT TINASHE &amp; CHANCE,ALL MY FRIENDS,16
24,03/28/2016,25,ARIANA GRANDE,DANGEROUS WOMAN,2
25,03/28/2016,26,JUSTIN BIEBER,WHAT DO YOU MEAN,30
26,03/28/2016,27,1975,THE SOUND,10
27,03/28/2016,28,COLDPLAY,ADVENTURE OF A LIFETIME,20
28,03/28/2016,29,JASON DERULO,GET UGLY,10
29,03/28/2016,30,MNEK &amp; ZARA LARSSON,NEVER FORGET YOU,28
30,03/28/2016,31,CHARLIE PUTH,ONE CALL AWAY,15
31,03/28/2016,32,ONE DIRECTION,HISTORY,18
32,03/28/2016,33,CHAINSMOKERS FT ROZES,ROSES,8
33,03/28/2016,34,ELLIE GOULDING,ARMY,13
34,03/28/2016,35,CRAIG DAVID &amp; BIG NARSTIE,WHEN THE BASSLINE DROPS,17
35,03/28/2016,36,99 SOULS,GIRL IS MINE (DESTINY'S CHILD &amp; BRANDY),20
36,03/28/2016,37,RITON FT KAH-LO,RINSE &amp; REPEAT,5
37,03/28/2016,38,ADELE,HELLO,22
38,03/28/2016,39,DAVID GUETTA FT SIA,BANG MY HEAD,19
39,03/28/2016,40,KYGO FT MATY NOYES,STAY,16
40,03/28/2016,41,ZAYN,LIKE I WOULD,2
41,03/28/2016,42,MEGHAN TRAINOR,NO,3
42,03/28/2016,43,WSTRN,IN2,22
43,03/28/2016,44,ROBIN SCHULZ FT YATES,SUGAR,24
44,03/28/2016,45,ALUNAGEORGE FT POPCAAN,I'M IN CONTROL,3
45,03/28/2016,46,SIGALA FT BRYN CHRISTOPHER,SWEET LOVIN',18
46,03/28/2016,47,CALVIN HARRIS &amp; DISCIPLES,HOW DEEP IS YOUR LOVE,36
47,03/28/2016,48,WEEKND,CAN'T FEEL MY FACE,42
48,03/28/2016,49,WEEKND,THE HILLS,44
49,03/28/2016,50,YEARS &amp; YEARS,DESIRE,25
50,03/28/2016,51,YEARS &amp; YEARS,EYES SHUT,27
51,03/28/2016,52,RUDIMENTAL FT ED SHEERAN,LAY IT ALL ON ME,26
52,03/28/2016,53,MAJOR LAZER FT MO &amp; DJ SNAKE,LEAN ON,56
53,03/28/2016,54,JAMES BAY,BEST FAKE SMILE,2
54,03/28/2016,55,JAMES BAY,LET IT GO,55
55,03/28/2016,56,DAWIN,DESSERT,12
56,03/28/2016,57,SLEEPY TOM &amp; DIPLO,BE RIGHT THERE,24
57,03/28/2016,58,SIA,CHANDELIER,82
58,03/28/2016,59,TIESTO/HELDENS/LA ROSE,THE RIGHT SONG,9
59,03/28/2016,60,JAMES BAY,RUNNING,1
60,03/28/2016,61,ELLE KING,EX'S &amp; OH'S,12
61,03/28/2016,62,WALK THE MOON,SHUT UP &amp; DANCE,43
62,03/28/2016,63,STORMZY,SHUT UP,28
63,03/28/2016,64,FLO RIDA,MY HOUSE,10
64,03/28/2016,65,ARIANA GRANDE,BE ALRIGHT,1
65,03/28/2016,66,JAMES BAY,HOLD BACK THE RIVER,69
66,03/28/2016,67,ED SHEERAN,PHOTOGRAPH,71
67,03/28/2016,68,SHAWN MENDES/CAMILA CABELLO,I KNOW WHAT YOU DID LAST SUMMER,5
68,03/28/2016,69,JESS GLYNNE,DON'T BE SO HARD ON YOURSELF,33
69,03/28/2016,70,LITTLE MIX,BLACK MAGIC,37
70,03/28/2016,71,JESS GLYNNE,TAKE ME HOME,21
71,03/28/2016,72,ALESSIA CARA,HERE,12
72,03/28/2016,73,FLEUR EAST,SAX,20
73,03/28/2016,74,FETTY WAP FT MONTY,679,37
74,03/28/2016,75,NAUGHTY BOY/BEYONCE/A BENJAMIN,RUNNIN' (LOSE IT ALL),27
75,03/28/2016,76,GRACE FT G-EAZY,YOU DON'T OWN ME,18
76,03/28/2016,77,SIGMA FT RITA ORA,COMING HOME,20
77,03/28/2016,78,BIRDY,WINGS,32
78,03/28/2016,79,SKRILLEX &amp; DIPLO/JUSTIN BIEBER,WHERE ARE U NOW,55
79,03/28/2016,80,IGGY AZALEA,TEAM,1
80,03/28/2016,81,RACHEL PLATTEN,FIGHT SONG,33
81,03/28/2016,82,DRAKE &amp; FUTURE,JUMPMAN,16
82,03/28/2016,83,DRAKE,HOTLINE BLING,32
83,03/28/2016,84,BRYSON TILLER,DON'T,10
84,03/28/2016,85,ZAYN,BEFOUR,1
85,03/28/2016,86,MARK RONSON FT BRUNO MARS,UPTOWN FUNK,68
86,03/28/2016,87,ED SHEERAN,THINKING OUT LOUD,92
87,03/28/2016,88,DJ SNAKE FT BIPOLAR SUNSHINE,MIDDLE,1
88,03/28/2016,89,YEARS &amp; YEARS,KING,56
89,03/28/2016,90,SIA,ALIVE,20
90,03/28/2016,91,JESS GLYNNE,HOLD MY HAND,49
91,03/28/2016,92,FETTY WAP,TRAP QUEEN,51
92,03/28/2016,93,DRAKE,SUMMER SIXTEEN,8
93,03/28/2016,94,OLLY MURS,KISS ME,24
94,03/28/2016,95,ANNE-MARIE,DO IT RIGHT,3
95,03/28/2016,96,HOZIER,TAKE ME TO CHURCH,84
96,03/28/2016,97,JASON DERULO,WANT TO WANT ME,44
97,03/28/2016,98,JESS GLYNNE,AIN'T GOT FAR TO GO,6
98,03/28/2016,99,GEORGE EZRA,BUDAPEST,75
99,03/28/2016,100,KILLERS,MR BRIGHTSIDE,123
0,03/28/2015,1,SAM SMITH FT JOHN LEGEND,LAY ME DOWN,2
1,03/28/2015,2,YEARS &amp; YEARS,KING,3
2,03/28/2015,3,RIHANNA/KANYE WEST/MCCARTNEY,FOURFIVE SECONDS,8
3,03/28/2015,4,JAMES BAY,HOLD BACK THE RIVER,17
4,03/28/2015,5,ELLIE GOULDING,LOVE ME LIKE YOU DO,7
5,03/28/2015,6,HOZIER,TAKE ME TO CHURCH,31
6,03/28/2015,7,FLO RIDA FT SAGE THE GEMINI,GDFR,2
7,03/28/2015,8,MARK RONSON FT BRUNO MARS,UPTOWN FUNK,15
8,03/28/2015,9,WEEKND,EARNED IT,12
9,03/28/2015,10,MAROON 5,SUGAR,9
10,03/28/2015,11,TOUGH LOVE,SO FREAKIN' TIGHT,1
11,03/28/2015,12,MARLON ROUDETTE,WHEN THE BEAT DROPS OUT,3
12,03/28/2015,13,DAVID GUETTA FT EMELI SANDE,WHAT I DID FOR LOVE,9
13,03/28/2015,14,USHER FT JUICY J,I DON'T MIND,2
14,03/28/2015,15,CHRIS BROWN &amp; TYGA,AYO,6
15,03/28/2015,16,KELLY CLARKSON,HEARTBEAT SONG,4
16,03/28/2015,17,AVICII,THE NIGHTS,10
17,03/28/2015,18,DJ FRESH FT ELLA EYRE,GRAVITY,6
18,03/28/2015,19,SAM SMITH,LAY ME DOWN,9
19,03/28/2015,20,ED SHEERAN,THINKING OUT LOUD,39
20,03/28/2015,21,TAYLOR SWIFT,STYLE,6
21,03/28/2015,22,SIA,ELASTIC HEART,12
22,03/28/2015,23,KAREN HARDING,SAY SOMETHING,8
23,03/28/2015,24,OLLY MURS FT DEMI LOVATO,UP,16
24,03/28/2015,25,PHILIP GEORGE,WISH YOU WERE MINE,12
25,03/28/2015,26,ED SHEERAN,BLOODSTREAM,11
26,03/28/2015,27,MUMFORD &amp; SONS,BELIEVE,2
27,03/28/2015,28,PITBULL FT NE-YO,TIME OF OUR LIVES,9
28,03/28/2015,29,SAM SMITH,LIKE I CAN,19
29,03/28/2015,30,SIA,CHANDELIER,38
30,03/28/2015,31,SAM SMITH,STAY WITH ME,44
31,03/28/2015,32,ALEX ADAIR,MAKE ME FEEL BETTER,3
32,03/28/2015,33,GEORGE EZRA,BUDAPEST,43
33,03/28/2015,34,MEGHAN TRAINOR,LIPS ARE MOVIN,13
34,03/28/2015,35,CALVIN HARRIS FT HAIM,PRAY TO GOD,5
35,03/28/2015,36,SAM SMITH,I'M NOT THE ONLY ONE,34
36,03/28/2015,37,KYGO FT CONRAD SEWELL,FIRESTONE,11
37,03/28/2015,38,MNEK,THE RHYTHM,1
38,03/28/2015,39,CHARLI XCX FT RITA ORA,DOING IT,6
39,03/28/2015,40,ALESSO FT TOVE LO,HEROES (WE COULD BE),13
40,03/28/2015,41,KANYE WEST/LONDON/KINGDOM,ALL DAY,3
41,03/28/2015,42,CLEAN BANDIT FT JESS GLYNNE,REAL LOVE,18
42,03/28/2015,43,MEGHAN TRAINOR,ALL ABOUT THAT BASS,29
43,03/28/2015,44,CLEAN BANDIT FT JESS GLYNNE,RATHER BE,61
44,03/28/2015,45,GEORGE EZRA,BLAME IT ON ME,32
45,03/28/2015,46,TAYLOR SWIFT,BLANK SPACE,20
46,03/28/2015,47,JOHN LEGEND,ALL OF ME,59
47,03/28/2015,48,ED SHEERAN,DON'T,39
48,03/28/2015,49,TAYLOR SWIFT,SHAKE IT OFF,31
49,03/28/2015,50,ECHOSMITH,COOL KIDS,13
50,03/28/2015,51,JESSIE J/GRANDE/MINAJ,BANG BANG,26
51,03/28/2015,52,IGGY AZALEA FT JENNIFER HUDSON,TROUBLE,2
52,03/28/2015,53,LILLY WOOD &amp; ROBIN SCHULZ,PRAYER IN C,30
53,03/28/2015,54,CALVIN HARRIS/ELLIE GOULDING,OUTSIDE,20
54,03/28/2015,55,MUSE,PSYCHO,2
55,03/28/2015,56,KENDRICK LAMAR,KING KUNTA,1
56,03/28/2015,57,ED SHEERAN,SING,42
57,03/28/2015,58,PALOMA FAITH,ONLY LOVE CAN HURT LIKE THIS,42
58,03/28/2015,59,FERGIE,L.A.LOVE (LA LA),8
59,03/28/2015,60,CALVIN HARRIS FT JOHN NEWMAN,BLAME,28
60,03/28/2015,61,OMI,CHEERLEADER,11
61,03/28/2015,62,BLONDE FT MELISSA STEEL,I LOVED YOU,16
62,03/28/2015,63,ELLA HENDERSON,GHOST,41
63,03/28/2015,64,YEARS &amp; YEARS,DESIRE,16
64,03/28/2015,65,DAVID GUETTA FT SAM MARTIN,DANGEROUS,18
65,03/28/2015,66,PHARRELL WILLIAMS,HAPPY,69
66,03/28/2015,67,AXWELL &amp; INGROSSO,SOMETHING NEW,4
67,03/28/2015,68,IMAGINE DRAGONS,I BET MY LIFE,6
68,03/28/2015,69,ED SHEERAN,I SEE FIRE,62
69,03/28/2015,70,ARIANA GRANDE,ONE LAST TIME,5
70,03/28/2015,71,MR PROBZ,WAVES,48
71,03/28/2015,72,IMAGINE DRAGONS,DEMONS,42
72,03/28/2015,73,SIGMA FT PALOMA FAITH,CHANGING,27
73,03/28/2015,74,VANCE JOY,RIPTIDE,65
74,03/28/2015,75,MADONNA,LIVING FOR LOVE,4
75,03/28/2015,76,KENDRICK LAMAR FT CLINTON,WESLEY'S THEORY,1
76,03/28/2015,77,KENDRICK LAMAR FT BILAL,THESE WALLS,1
77,03/28/2015,78,DISCIPLES,THEY DON'T KNOW,4
78,03/28/2015,79,CHIC &amp; NILE RODGERS,I'LL BE THERE,1
79,03/28/2015,80,GOO GOO DOLLS,IRIS,91
80,03/28/2015,81,MAJOR LAZER FT MO &amp; DJ SNAKE,LEAN ON,3
81,03/28/2015,82,IDINA MENZEL,LET IT GO,67
